SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS
7844,2024-08-04,320,LAX   ,I ,FULLY SPOILED,11.72,11.72,2,2,11,336,1,2,0,0,24,LAX-LIH-LAX,Starts9:0,265-266,9,2025-11-06 21:57:37.430
8257,2024-08-20,320,LAX   ,I ,NOT SPOILED,11.05,,2,2,11,316,1,2,0,0,24,LAX-OGG-LAX,Starts9:5,271-254,9,2025-11-06 21:57:37.430
773,2024-07-10,777,MIA   ,I ,FULLY SPOILED,17.75,17.75,3,2,17,530,1,2,0,0,26,MIA-MAD-MIA,Starts15:15,68-69,15,2025-11-06 21:57:37.430
9824,2025-05-01,320,PHL   ,I ,NOT SPOILED,,,1,1,7,220,2,2,0,0,0,PHL-MBJ-PHL,Starts10:35,857-2165,10,2025-11-06 21:57:37.430
21242,2024-10-24,737,MIA   ,I ,NOT SPOILED,,,2,2,13,63,3,6,0,0,13,MIA-PUJ-MIA-TPA-MIA-SAL-MIA,Starts8:37,955-955-2842-1306-1751-1508,8,2025-11-06 21:57:37.430
334,2024-04-20,787,DFW   ,I ,NOT SPOILED,21.75,,3,2,21,615,1,2,0,0,25,DFW-FCO-DFW,Starts14:50,240-239,14,2025-11-06 21:57:37.430
20799,2025-04-02,737,MIA   ,I ,PARTIALLY SPOILED,,4.0,2,2,10,65,3,6,0,0,14,MIA-SNU-MIA-KIN-MIA-KIN-MIA,Starts7:5,1755-2130-1400-2370-3154-3155,7,2025-11-06 21:57:37.430
9395,2024-07-28,320,MIA   ,I ,FULLY SPOILED,10.4,10.4,2,2,10,70,3,6,0,0,12,MIA-MCO-DFW-TPA-MIA-NAS-MIA,Starts9:5,1852-2873-2535-1306-1884-1884,9,2025-11-06 21:57:37.430
20000,2025-04-21,737,LGA   ,I ,NOT SPOILED,,,2,2,11,140,2,3,0,0,22,JFK-PHX-ORD-JFK,Starts6:33,2369-601-696,6,2025-11-06 21:57:37.430
21901,2025-07-31,737,ORD   ,I ,NOT SPOILED,,,1,1,7,220,2,2,0,0,1,ORD-CUN-ORD,Starts8:40,1503-1910,8,2025-11-06 21:57:37.430
19729,2025-07-25,737,DFW   ,I ,PARTIALLY SPOILED,,7.77,2,2,13,66,3,6,0,0,12,DFW-PVR-DFW-TUL-DFW-PVR-DFW,Starts8:9,2639-2639-2353-3095-1215-1215,8,2025-11-06 21:57:37.430
5966,2024-11-30,320,DFW   ,I ,FULLY SPOILED,,7.35,1,1,7,209,2,2,0,0,0,DFW-SFO-DFW,Starts13:13,2177-1264,13,2025-11-06 21:57:37.430
19806,2024-07-27,737,DFW   ,I ,NOT SPOILED,6.28,,1,1,6,186,2,2,0,0,0,DFW-SNA-DFW,Starts8:25,2253-2114,8,2025-11-06 21:57:37.430
1030,2024-12-10,777,MIA   ,I ,NOT SPOILED,,,3,2,18,525,1,2,0,0,25,MIA-LHR-MIA,Starts19:55,38-39,19,2025-11-06 21:57:37.430
112,2025-04-29,777,CLT   ,I ,NOT SPOILED,,,3,2,18,515,1,2,0,0,25,CLT-FRA-CLT,Starts16:45,704-705,16,2025-11-06 21:57:37.430
8504,2024-12-15,320,MIA   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,0,MIA-SJU-MIA,Starts8:25,1341-1341,8,2025-11-06 21:57:37.430
3691,2025-05-04,320,CLT   ,I ,NOT SPOILED,,,1,1,6,175,2,2,0,0,1,CLT-MBJ-CLT,Starts11:5,875-2732,11,2025-11-06 21:57:37.430
22424,2024-03-28,737,MIA   ,I ,PARTIALLY SPOILED,14.21,5.92,2,2,14,69,3,6,0,0,13,MIA-MCO-ORD-RDU-MIA-CTG-MIA,Starts8:35,1712-2142-533-1289-2173-914,8,2025-11-06 21:57:37.430
10517,2025-03-28,320,PHL   ,I ,NOT SPOILED,,,3,3,16,78,2,6,0,0,16,PHL-CLT-IAH-DFW-SJU-CLT-PHL,Starts8:36,2498-1478-1871-2437-3187-2573,8,2025-11-06 21:57:37.430
7934,2024-07-29,320,LAX   ,I ,NOT SPOILED,11.08,,2,2,11,321,1,2,0,0,24,LAX-KOA-LAX,Starts9:44,59-58,9,2025-11-06 21:57:37.430
20379,2024-04-11,737,DFW   ,I ,NOT SPOILED,6.47,,1,1,6,175,2,2,0,0,0,DFW-ORF-DFW,Starts14:26,1914-1914,14,2025-11-06 21:57:37.430
5909,2024-10-25,320,DFW   ,I ,NOT SPOILED,,,1,1,5,163,2,2,0,0,1,DFW-SJD-DFW,Starts8:17,1304-1304,8,2025-11-06 21:57:37.430
661,2025-06-09,777,LGA   ,I ,NOT SPOILED,,,4,2,21,645,1,2,0,0,34,JFK-EZE-JFK,Starts22:25,953-954,22,2025-11-06 21:57:37.430
5745,2025-03-13,320,DFW   ,I ,NOT SPOILED,,,1,1,6,173,2,2,0,0,1,DFW-CUN-DFW,Starts7:10,1343-1601,7,2025-11-06 21:57:37.430
8438,2024-05-06,320,PHL   ,I ,NOT SPOILED,7.5,,1,1,7,220,2,2,0,0,1,PHL-CUN-PHL,Starts8:35,1262-2175,8,2025-11-06 21:57:37.430
26430,2025-04-09,737,LAX   ,D ,NOT SPOILED,,,2,2,10,86,2,4,0,0,18,SNA-DFW-IND-PHX-SNA,Starts12:29,2485-2800-1980-2637,12,2025-11-06 21:57:37.430
5815,2024-08-11,320,DFW   ,I ,FULLY SPOILED,5.79,5.78,1,1,5,169,2,2,0,0,0,DFW-LAS-DFW,Starts7:10,1890-1890,7,2025-11-06 21:57:37.430
195,2024-04-29,777,DFW   ,I ,NOT SPOILED,19.42,,3,2,19,550,1,2,0,0,25,DFW-LHR-DFW,Starts15:15,50-51,15,2025-11-06 21:57:37.430
19640,2024-08-21,737,DFW   ,I ,FULLY SPOILED,15.74,15.73,3,3,15,72,3,8,0,0,17,DFW-TPA-DFW-IAH-DFW-MCI-DFW-ATL-DFW,Starts14:46,2535-2322-619-1416-2267-2064-2403-2403,14,2025-11-06 21:57:37.430
20378,2024-03-15,737,DFW   ,I ,FULLY SPOILED,15.97,15.97,3,3,15,98,3,6,0,0,15,DFW-MCI-DFW-CMH-CUN-CMH-DFW,Starts7:9,2107-2107-1492-745-2914-1583,7,2025-11-06 21:57:37.430
3626,2024-10-10,320,CLT   ,I ,FULLY SPOILED,,7.17,1,1,7,210,2,2,0,0,1,CLT-PUJ-CLT,Starts7:19,960-960,7,2025-11-06 21:57:37.430
7847,2025-03-26,320,LAX   ,I ,NOT SPOILED,,,2,2,11,333,1,2,0,0,16,LAX-HNL-LAX,Starts9:16,31-1480,9,2025-11-06 21:57:37.430
8193,2024-03-29,320,PHL   ,I ,NOT SPOILED,12.55,,2,2,12,170,2,3,0,0,22,PHL-PHX-MIA-PHL,Starts6:52,428-1968-1702,6,2025-11-06 21:57:37.430
21773,2024-09-23,737,ORD   ,I ,NOT SPOILED,10.3,,2,2,10,110,2,4,0,0,12,ORD-MIA-KIN-MIA-ORD,Starts12:2,1949-850-1742-608,12,2025-11-06 21:57:37.430
486,2024-03-12,787,DFW   ,I ,NOT SPOILED,5.92,,1,1,5,165,2,2,0,0,1,DFW-CUN-DFW,Starts8:34,1190-1068,8,2025-11-06 21:57:37.430
27520,2024-05-09,737,ORD   ,D ,FULLY SPOILED,10.53,10.52,2,2,10,133,3,4,0,0,12,ORD-MCO-DCA-TPA-ORD,Starts7:10,1270-2940-467-2562,7,2025-11-06 21:57:37.430
18684,2025-07-14,737,DFW   ,I ,NOT SPOILED,,,2,2,10,133,3,4,0,0,19,DFW-MTJ-DFW-RIC-DFW,Starts12:30,665-665-3037-2067,12,2025-11-06 21:57:37.430
10443,2024-06-15,320,PHX   ,I ,NOT SPOILED,12.16,,3,2,12,344,1,2,0,0,30,PHX-OGG-PHX,Starts10:27,432-645,10,2025-11-06 21:57:37.430
28193,2024-09-04,737,ORD   ,D ,NOT SPOILED,11.19,,2,2,11,100,2,4,0,0,13,ORD-DFW-FAT-PHX-ORD,Starts17:12,2499-2288-2396-994,17,2025-11-06 21:57:37.430
5410,2024-12-05,320,DCA   ,I ,PARTIALLY SPOILED,,3.95,2,2,12,77,3,6,0,1,15,DCA-MCO-MIA-JAX-DCA-FLL-DCA,Starts6:36,592-2240-753-2289-2939-2939,6,2025-11-06 21:57:37.430
18601,2024-07-21,737,DFW   ,I ,NOT SPOILED,6.02,,1,1,6,174,2,2,0,0,0,DFW-FLL-DFW,Starts7:5,1340-1340,7,2025-11-06 21:57:37.430
27048,2024-03-22,737,ORD   ,D ,NOT SPOILED,6.77,,1,1,6,189,2,2,0,0,0,ORD-SLC-ORD,Starts10:10,2069-2069,10,2025-11-06 21:57:37.430
1488,2024-10-05,787,MIA   ,I ,NOT SPOILED,,,4,2,16,490,1,2,0,0,38,MIA-SCL-MIA,Starts22:40,957-912,22,2025-11-06 21:57:37.430
195,2024-04-26,777,DFW   ,I ,NOT SPOILED,19.42,,3,2,19,550,1,2,0,0,25,DFW-LHR-DFW,Starts15:15,50-51,15,2025-11-06 21:57:37.430
19496,2025-03-19,737,DFW   ,I ,NOT SPOILED,,,3,3,15,80,3,6,0,0,18,DFW-JAX-DFW-STL-ORD-CUN-DFW,Starts7:9,1061-1061-2487-629-1503-316,7,2025-11-06 21:57:37.430
5025,2024-11-25,320,CLT   ,I ,NOT SPOILED,,,3,3,15,116,3,6,0,0,18,CLT-ORD-PHL-SJU-CLT-MSY-CLT,Starts7:34,2843-2098-2433-1852-2733-2733,7,2025-11-06 21:57:37.430
18629,2025-05-23,737,DFW   ,I ,FULLY SPOILED,,10.85,2,2,10,130,3,4,0,0,18,DFW-BZE-MIA-ORF-DFW,Starts12:19,2451-534-775-2288,12,2025-11-06 21:57:37.430
20372,2024-06-08,737,MIA   ,I ,NOT SPOILED,5.5,,1,1,5,160,2,2,0,0,1,MIA-GUA-MIA,Starts11:10,2241-1258,11,2025-11-06 21:57:37.430
9563,2025-02-04,320,PHL   ,I ,NOT SPOILED,,,1,1,5,149,2,2,0,0,0,PHL-MCO-PHL,Starts15:55,2141-551,15,2025-11-06 21:57:37.430
4126,2024-09-06,320,CLT   ,I ,NOT SPOILED,15.7,,3,3,15,69,3,8,0,0,16,CLT-ORF-CLT-ALB-CLT-BTV-PHL-BDA-CLT,Starts8:50,2072-2072-1857-1050-2984-1706-825-3016,8,2025-11-06 21:57:37.430
6576,2025-03-10,320,DFW   ,I ,PARTIALLY SPOILED,,8.03,3,3,16,67,3,8,0,0,17,DFW-DEN-DFW-TYS-DFW-SAT-DFW-LAS-DFW,Starts12:35,420-420-1081-2550-3097-1957-2376-1974,12,2025-11-06 21:57:37.430
10089,2024-06-18,320,PHL   ,I ,NOT SPOILED,10.55,,2,2,10,82,3,5,0,0,15,PHL-BOS-DCA-BNA-DFW-PHL,Starts13:50,877-2144-285-1396-1310,13,2025-11-06 21:57:37.430
6041,2025-02-02,320,DFW   ,I ,NOT SPOILED,,,2,2,10,132,3,4,0,0,17,DFW-ATL-DFW-CLE-DFW,Starts12:26,1236-1236-560-2731,12,2025-11-06 21:57:37.430
509,2024-10-28,787,DFW   ,I ,FULLY SPOILED,,19.37,3,2,19,542,1,2,0,0,24,DFW-LHR-DFW,Starts22:3,78-21,22,2025-11-06 21:57:37.430
26101,2024-08-26,737,DCA   ,D ,NOT SPOILED,15.51,,3,3,15,95,3,7,0,0,14,DCA-DFW-CLE-CLT-CLE-CLT-MIA-DCA,Starts13:44,1177-1228-1264-1267-2021-1114-2648,13,2025-11-06 21:57:37.430
6105,2024-12-04,320,DFW   ,I ,FULLY SPOILED,,7.83,1,1,7,225,2,2,0,1,1,DFW-YYC-DFW,Starts8:40,2517-2517,8,2025-11-06 21:57:37.430
5823,2024-12-18,320,DFW   ,I ,NOT SPOILED,,,1,1,6,181,2,2,0,0,2,DFW-SAN-DFW,Starts12:53,1055-593,12,2025-11-06 21:57:37.430
18589,2025-03-14,737,DFW   ,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,DFW-GUA-DFW,Starts10:20,1013-496,10,2025-11-06 21:57:37.430
21374,2024-06-30,737,MIA   ,I ,NOT SPOILED,13.98,,2,2,13,75,3,6,0,0,14,MIA-STX-MIA-MCO-MIA-SJU-MIA,Starts11:50,1293-1293-2803-1780-2436-2436,11,2025-11-06 21:57:37.430
4874,2024-09-21,320,CLT   ,I ,PARTIALLY SPOILED,15.22,9.88,3,3,15,62,3,8,0,0,17,CLT-MKE-CLT-ILM-CLT-BTV-PHL-BDA-CLT,Starts8:55,1810-1810-1694-1348-2984-1706-825-3016,8,2025-11-06 21:57:37.430
21528,2024-12-29,737,MIA   ,I ,NOT SPOILED,,,3,3,16,84,3,7,0,0,14,MIA-CLT-CLE-DFW-MSY-MIA-AUA-MIA,Starts17:14,3041-3005-1554-1584-386-1028-1028,17,2025-11-06 21:57:37.430
20631,2025-04-30,737,MIA   ,I ,PARTIALLY SPOILED,,5.33,2,2,11,145,3,4,0,0,11,MIA-LGA-MIA-SJU-MIA,Starts19:5,2213-1448-967-967,19,2025-11-06 21:57:37.430
1589,2024-10-21,787,ORD   ,I ,NOT SPOILED,,,3,2,21,605,1,2,0,0,25,ORD-ATH-ORD,Starts15:20,160-161,15,2025-11-06 21:57:37.430
521,2024-11-11,787,DFW   ,I ,NOT SPOILED,,,3,2,25,690,1,2,0,0,22,DFW-HND-DFW,Starts13:20,175-176,13,2025-11-06 21:57:37.430
20610,2025-05-15,737,MIA   ,I ,NOT SPOILED,,,2,2,10,145,3,4,0,0,20,MIA-PUJ-MIA-SJU-MIA,Starts9:33,2638-2638-1364-967,9,2025-11-06 21:57:37.430
3709,2024-04-27,320,CLT   ,I ,NOT SPOILED,7.58,,1,1,7,215,2,2,0,0,0,CLT-SJU-CLT,Starts9:0,2674-2674,9,2025-11-06 21:57:37.430
25889,2025-05-06,737,DCA   ,D ,NOT SPOILED,,,2,2,11,63,3,5,0,0,12,DCA-ORD-LGA-MIA-TPA-DCA,Starts14:54,1187-774-2039-2507-3072,14,2025-11-06 21:57:37.430
17407,2025-03-15,320,LGA   ,D ,FULLY SPOILED,,11.85,2,2,11,328,1,2,1,0,23,JFK-LAX-JFK,Starts7:0,1-238,7,2025-11-06 21:57:37.430
18656,2024-07-21,737,DFW   ,I ,NOT SPOILED,8.09,,1,1,8,235,2,2,0,0,1,DFW-LIR-DFW,Starts10:5,1495-1436,10,2025-11-06 21:57:37.430
5795,2025-02-15,320,DFW   ,I ,FULLY SPOILED,,11.28,2,2,11,160,3,4,0,0,12,DFW-SLC-DFW-CUN-DFW,Starts17:13,558-644-1507-681,17,2025-11-06 21:57:37.430
22296,2025-04-06,737,ORD   ,I ,NOT SPOILED,,,3,3,15,105,2,6,0,0,16,ORD-MIA-CUN-DFW-LGA-CLT-ORD,Starts7:0,1411-2492-316-1152-1023-1121,7,2025-11-06 21:57:37.430
21233,2024-07-23,737,MIA   ,I ,PARTIALLY SPOILED,16.58,11.23,3,3,16,160,2,5,0,0,16,MIA-ORD-IAH-MIA-BOG-MIA,Starts8:24,1949-1168-324-913-1130,8,2025-11-06 21:57:37.430
338,2024-04-09,787,DFW   ,I ,NOT SPOILED,20.61,,3,2,20,566,1,2,0,0,24,DFW-BCN-DFW,Starts19:34,192-193,19,2025-11-06 21:57:37.430
1363,2024-11-22,787,MIA   ,I ,FULLY SPOILED,,19.08,3,2,19,525,1,2,0,0,25,MIA-BCN-MIA,Starts17:55,112-113,17,2025-11-06 21:57:37.430
19002,2024-03-04,737,CLT   ,I ,NOT SPOILED,11.14,,2,2,11,81,3,4,0,0,24,CLT-BWI-CLT-AUA-CLT,Starts7:10,1227-1227-1346-1346,7,2025-11-06 21:57:37.430
19560,2024-09-20,737,DFW   ,I ,NOT SPOILED,12.37,,2,2,12,91,3,6,0,0,13,DFW-MSY-DFW-MEM-DFW-PVR-DFW,Starts8:13,811-1871-3070-943-1215-1215,8,2025-11-06 21:57:37.430
109,2024-07-16,777,CLT   ,I ,NOT SPOILED,18.75,,3,2,18,530,1,2,0,0,25,CLT-MUC-CLT,Starts16:20,716-717,16,2025-11-06 21:57:37.430
17710,2024-10-28,320,LGA   ,D ,FULLY SPOILED,,15.88,3,3,15,125,3,7,0,0,19,LGA-CLT-PVD-CLT-ORD-LGA-ORD-LGA,Starts8:30,1023-1877-2839-2576-327-327-2041,8,2025-11-06 21:57:37.430
219,2025-01-14,777,DFW   ,I ,NOT SPOILED,,,3,2,28,770,1,2,0,0,25,DFW-ICN-DFW,Starts10:20,281-280,10,2025-11-06 21:57:37.430
19809,2024-08-25,737,DFW   ,I ,NOT SPOILED,16.1,,3,3,16,65,3,6,0,0,14,DFW-IAH-DFW-MSP-DFW-SJO-DFW,Starts16:35,1416-1416-2806-362-1053-1018,16,2025-11-06 21:57:37.430
482,2024-07-22,777,LAX   ,I ,PARTIALLY SPOILED,39.43,11.7,5,4,39,342,1,4,0,2,25,LAX-JFK-HND-JFK-LAX,Starts9:55,184-167-168-3,9,2025-11-06 21:57:37.430
1082,2024-04-18,787,PHL   ,I ,FULLY SPOILED,6.85,6.85,1,1,6,190,2,2,0,0,2,PHL-DFW-PHL,Starts11:4,1945-1327,11,2025-11-06 21:57:37.430
836,2025-04-28,787,MIA   ,I ,NOT SPOILED,,,3,2,18,525,1,2,0,0,28,MIA-BCN-MIA,Starts16:50,112-113,16,2025-11-06 21:57:37.430
7327,2024-05-20,320,MIA   ,I ,PARTIALLY SPOILED,17.27,2.58,3,3,17,95,3,7,0,0,16,MIA-RTB-MIA-DCA-PBI-DCA-BOS-MIA,Starts12:35,347-898-2362-2355-2355-2120-2610,12,2025-11-06 21:57:37.430
9412,2024-07-29,320,MIA   ,I ,NOT SPOILED,17.54,,3,3,17,120,3,7,0,0,18,MIA-CLT-RSW-CLT-DFW-MIA-PUJ-MIA,Starts8:20,2693-2018-1646-1625-1702-2671-2419,8,2025-11-06 21:57:37.430
311,2025-04-15,787,DFW   ,I ,FULLY SPOILED,,25.25,3,2,25,700,1,2,0,0,23,DFW-HND-DFW,Starts12:20,175-176,12,2025-11-06 21:57:37.430
19617,2025-03-22,737,DFW   ,I ,NOT SPOILED,,,3,3,15,91,3,6,0,0,19,DFW-CZM-DFW-MSY-DFW-RIC-DFW,Starts12:25,2813-2813-1455-2232-3037-2349,12,2025-11-06 21:57:37.430
3701,2025-03-13,320,CLT   ,I ,NOT SPOILED,,,1,1,7,205,2,2,0,0,1,CLT-PUJ-CLT,Starts12:25,2744-839,12,2025-11-06 21:57:37.430
4871,2024-11-22,320,CLT   ,I ,NOT SPOILED,,,1,1,5,111,3,3,0,0,1,CLT-ORD-PHL-CLT,Starts7:34,2843-2098-2346,7,2025-11-06 21:57:37.430
5741,2025-03-28,320,DFW   ,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,1,DFW-SJD-DFW,Starts7:4,1324-1324,7,2025-11-06 21:57:37.430
337,2025-06-05,787,DFW   ,I ,FULLY SPOILED,,25.08,3,2,25,705,1,2,0,0,23,DFW-HND-DFW,Starts12:35,175-176,12,2025-11-06 21:57:37.430
3626,2024-10-09,320,CLT   ,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,CLT-PUJ-CLT,Starts7:19,960-960,7,2025-11-06 21:57:37.430
18576,2024-09-17,737,DFW   ,I ,NOT SPOILED,7.35,,1,1,7,205,2,2,0,0,0,DFW-LGA-DFW,Starts7:35,2103-2847,7,2025-11-06 21:57:37.430
18562,2024-06-30,737,DFW   ,I ,FULLY SPOILED,6.53,6.53,1,1,6,191,2,2,0,0,2,DFW-DCA-DFW,Starts7:4,1253-1177,7,2025-11-06 21:57:37.430
27265,2024-03-06,737,ORD   ,D ,PARTIALLY SPOILED,10.66,7.93,2,2,10,72,3,5,0,0,12,ORD-DFW-IAH-DFW-DCA-ORD,Starts16:15,2499-2209-1472-1629-1630,16,2025-11-06 21:57:37.430
28043,2025-03-30,737,ORD   ,D ,NOT SPOILED,,,1,1,5,158,2,2,0,0,0,ORD-MCO-ORD,Starts14:57,1445-3183,14,2025-11-06 21:57:37.430
6278,2024-03-14,320,DFW   ,I ,NOT SPOILED,12.41,,2,2,12,69,3,6,0,0,13,DFW-CUN-DFW-TUL-DFW-PNS-DFW,Starts12:21,2207-2652-932-2532-2444-2444,12,2025-11-06 21:57:37.430
10213,2024-09-07,320,PHX   ,I ,NOT SPOILED,12.88,,3,2,12,362,1,2,0,0,30,PHX-LIH-PHX,Starts10:25,684-697,10,2025-11-06 21:57:37.430
5273,2024-06-29,320,CLT   ,I ,NOT SPOILED,10.11,,2,2,10,145,3,4,0,0,20,CLT-NAS-CLT-IAH-CLT,Starts11:20,3011-3011-2935-1661,11,2025-11-06 21:57:37.430
26026,2024-03-25,737,LGA   ,D ,NOT SPOILED,6.38,,1,1,6,183,2,2,0,0,2,LGA-MIA-LGA,Starts12:0,2039-2271,12,2025-11-06 21:57:37.430
1097,2024-04-08,787,PHL   ,I ,NOT SPOILED,17.92,,3,2,17,505,1,2,0,0,26,PHL-FCO-PHL,Starts18:40,718-719,18,2025-11-06 21:57:37.430
497,2024-10-22,787,DFW   ,I ,NOT SPOILED,,,3,2,25,705,1,2,0,0,25,DFW-HND-DFW,Starts12:19,175-176,12,2025-11-06 21:57:37.430
6451,2024-10-06,320,DFW   ,I ,PARTIALLY SPOILED,,2.45,2,2,11,66,3,6,0,0,19,DFW-GRR-DFW-DSM-DFW-TUL-DFW,Starts8:8,1875-1875-2229-1664-2353-2353,8,2025-11-06 21:57:37.430
9347,2025-04-24,320,MIA   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-SJU-MIA,Starts12:0,1329-1329,12,2025-11-06 21:57:37.430
193,2024-07-17,777,DFW   ,I ,NOT SPOILED,18.17,,3,2,18,525,1,2,0,0,25,DFW-DUB-DFW,Starts19:0,132-133,19,2025-11-06 21:57:37.430
1274,2025-02-25,787,PHL   ,I ,NOT SPOILED,,,3,2,18,499,1,2,0,0,27,PHL-FCO-PHL,Starts18:41,718-719,18,2025-11-06 21:57:37.430
21793,2025-04-28,737,MIA   ,I ,PARTIALLY SPOILED,,4.2,2,2,10,100,3,5,0,0,15,MIA-CLT-STL-MIA-GCM-MIA,Starts8:22,969-3096-1716-956-1301,8,2025-11-06 21:57:37.430
16738,2024-04-02,320,DFW   ,D ,NOT SPOILED,16.23,,3,3,16,74,3,7,0,0,19,DFW-SLC-DFW-BNA-DFW-LAS-PHX-DFW,Starts13:22,1252-2065-2979-2238-290-2760-633,13,2025-11-06 21:57:37.430
16480,2024-03-27,320,DFW   ,D ,NOT SPOILED,7.08,,1,1,7,191,2,2,0,0,0,DFW-SBP-DFW,Starts10:5,2392-2392,10,2025-11-06 21:57:37.430
5925,2024-11-27,320,DFW   ,I ,NOT SPOILED,,,1,1,6,184,2,2,0,0,0,DFW-SAN-DFW,Starts8:50,384-384,8,2025-11-06 21:57:37.430
4988,2025-04-23,320,CLT   ,I ,NOT SPOILED,,,3,3,16,63,3,8,0,0,16,CLT-DCA-ORD-IAH-ORD-MSY-CLT-CHS-CLT,Starts14:40,372-1637-3079-1168-677-1791-1586-1586,14,2025-11-06 21:57:37.430
10451,2025-03-25,320,PHL   ,I ,PARTIALLY SPOILED,,3.08,2,2,12,66,3,6,0,0,13,PHL-JAX-PHL-PVD-PHL-NAS-PHL,Starts8:30,1933-1933-2049-3130-1913-1913,8,2025-11-06 21:57:37.430
320,2025-04-19,787,DFW   ,I ,NOT SPOILED,,,3,2,20,575,1,2,0,0,25,DFW-BCN-DFW,Starts17:35,192-193,17,2025-11-06 21:57:37.430
7599,2024-11-26,320,DFW   ,I ,FULLY SPOILED,,10.98,2,2,10,77,2,4,0,0,14,DFW-PHX-ATL-CLT-DFW,Starts7:0,474-2464-1718-1695,7,2025-11-06 21:57:37.430
3740,2025-03-21,320,CLT   ,I ,FULLY SPOILED,,12.42,2,2,12,118,2,4,0,0,18,CLT-ORD-PHL-STT-CLT,Starts7:20,2843-471-2991-360,7,2025-11-06 21:57:37.430
101,2024-08-06,777,CLT   ,I ,NOT SPOILED,4.38,,2,2,4,131,1,2,0,0,13,CLT-MIA-CLT,Starts17:0,2796-872,17,2025-11-06 21:57:37.430
7763,2025-07-22,320,LAX   ,I ,NOT SPOILED,,,2,2,11,336,1,2,0,0,24,LAX-LIH-LAX,Starts8:45,119-266,8,2025-11-06 21:57:37.430
341,2024-05-06,787,DFW   ,I ,FULLY SPOILED,22.25,22.25,3,2,22,640,1,2,0,0,25,DFW-FCO-DFW,Starts14:25,240-239,14,2025-11-06 21:57:37.430
9449,2025-04-28,320,MIA   ,I ,NOT SPOILED,,,2,2,11,60,3,6,0,0,11,MIA-XPL-MIA-NAS-MIA-STI-MIA,Starts10:29,517-1096-2245-2436-1917-1917,10,2025-11-06 21:57:37.430
212,2024-08-02,777,DFW   ,I ,NOT SPOILED,22.33,,3,2,22,630,1,2,0,0,25,DFW-FCO-DFW,Starts18:45,290-289,18,2025-11-06 21:57:37.430
19478,2024-04-23,737,CLT   ,I ,FULLY SPOILED,16.77,16.77,3,3,16,54,3,8,0,1,17,CLT-DTW-CLT-RDU-MIA-JFK-BDA-JFK-CLT,Starts7:34,2582-2582-2704-395-309-1289-1289-397,7,2025-11-06 21:57:37.430
804,2024-06-26,777,MIA   ,I ,NOT SPOILED,17.91,,3,2,17,515,1,2,0,0,26,MIA-MAD-MIA,Starts15:30,68-69,15,2025-11-06 21:57:37.430
17976,2024-10-03,737,CLT   ,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,CLT-PUJ-CLT,Starts12:14,2400-2400,12,2025-11-06 21:57:37.430
9101,2025-07-18,320,MIA   ,I ,PARTIALLY SPOILED,,6.02,3,3,17,65,3,7,0,0,18,MIA-PTY-MIA-TPA-CLT-DEN-DFW-MIA,Starts12:5,959-2192-1921-2905-3156-2359-2959,12,2025-11-06 21:57:37.430
19247,2024-09-12,737,DFW   ,I ,FULLY SPOILED,9.58,9.58,2,2,9,66,3,4,0,0,20,DFW-GUA-DFW-TUL-DFW,Starts10:30,1013-1486-1446-2360,10,2025-11-06 21:57:37.430
18651,2025-04-29,737,DFW   ,I ,NOT SPOILED,,,1,1,5,140,2,2,0,0,0,DFW-TPA-DFW,Starts15:17,2512-2512,15,2025-11-06 21:57:37.430
1101,2024-04-03,787,PHL   ,I ,NOT SPOILED,16.25,,3,2,16,455,1,2,0,0,25,PHL-ZRH-PHL,Starts19:20,92-93,19,2025-11-06 21:57:37.430
9471,2024-08-03,320,PHL   ,I ,FULLY SPOILED,6.83,6.83,1,1,6,200,2,2,0,0,1,PHL-PLS-PHL,Starts9:0,1738-1738,9,2025-11-06 21:57:37.430
4072,2024-05-05,320,CLT   ,I ,PARTIALLY SPOILED,10.87,4.27,2,2,10,81,3,6,0,0,14,CLT-MSP-CLT-SDF-CLT-BNA-CLT,Starts15:25,2140-2140-671-2149-851-851,15,2025-11-06 21:57:37.430
8600,2024-08-24,320,MIA   ,I ,PARTIALLY SPOILED,15.99,9.03,3,3,15,120,3,6,0,0,16,MIA-ATL-MIA-AUS-JFK-BDA-MIA,Starts8:30,1046-1046-2354-2287-1289-414,8,2025-11-06 21:57:37.430
