SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS,clean_time,local_time,utc_flight_time,weather_time,VIS_MILES,PRECIP_INCHES,IS_STORM,IS_RAIN,IS_SPOILED,START_HOUR
228,2025-07-02,777,DFW,I ,NOT SPOILED,,,3,2,22,625,1,2,0,0,24,DFW-FCO-DFW,Starts14:40,240-239,14,2025-11-06 21:57:37.430,14:40,2025-07-02 14:40:00,2025-07-02 20:40:00,2025-07-02 19:53:00,9.993753,0.0,0.0,0.0,0,14
108,2025-07-02,777,CLT,I ,NOT SPOILED,,,3,2,18,530,1,2,0,0,25,CLT-FRA-CLT,Starts16:30,704-705,16,2025-11-06 21:57:37.430,16:30,2025-07-02 16:30:00,2025-07-02 21:30:00,2025-07-02 21:00:00,9.936,0.078,0.0,0.0,0,16
803,2025-07-02,777,MIA,I ,NOT SPOILED,,,3,2,18,530,1,2,0,0,25,MIA-LHR-MIA,Starts19:35,38-39,19,2025-11-06 21:57:37.430,19:35,2025-07-02 19:35:00,2025-07-03 00:35:00,2025-07-03 00:25:00,9.993753,0.0,0.0,0.0,0,19
3939,2025-07-03,320,CLT,I ,PARTIALLY SPOILED,,3.88,3,3,16,55,3,9,0,0,14,CLT-RSW-CLT-RSW-PHL-CLT-MYR-CLT-SRQ-CLT,Starts7:8,1845-1842-2018-1240-2879-2529-3296-1452-1452,7,2025-11-06 21:57:37.430,7:8,2025-07-03 07:08:00,2025-07-03 12:08:00,2025-07-03 12:00:00,9.936,0.17939999999999998,0.0,0.0,1,7
3948,2025-07-03,320,CLT,I ,NOT SPOILED,,,2,2,11,99,3,6,0,0,12,CLT-MSY-CLT-MCO-CLT-PBI-CLT,Starts7:35,2287-2287-2170-461-1955-1955,7,2025-11-06 21:57:37.430,7:35,2025-07-03 07:35:00,2025-07-03 12:35:00,2025-07-03 12:00:00,9.936,0.17939999999999998,0.0,0.0,0,7
3648,2025-07-03,320,CLT,I ,FULLY SPOILED,,5.75,1,1,5,170,2,2,0,0,1,CLT-CUN-CLT,Starts7:43,881-2248,7,2025-11-06 21:57:37.430,7:43,2025-07-03 07:43:00,2025-07-03 12:43:00,2025-07-03 12:00:00,9.936,0.17939999999999998,0.0,0.0,1,7
6129,2025-07-03,320,DFW,I ,NOT SPOILED,,,2,2,12,105,3,6,0,0,15,DFW-PNS-DFW-MTY-DFW-MLM-DFW,Starts7:0,3264-3264-2625-941-2202-2202,7,2025-11-06 21:57:37.430,7:0,2025-07-03 07:00:00,2025-07-03 13:00:00,2025-07-03 12:53:00,9.993753,0.0,0.0,0.0,0,7
3949,2025-07-03,320,CLT,I ,NOT SPOILED,,,2,2,12,55,3,6,0,0,15,CLT-RDU-CLT-DEN-ORD-LGA-CLT,Starts8:10,3163-2333-1283-2771-2041-2068,8,2025-11-06 21:57:37.430,8:10,2025-07-03 08:10:00,2025-07-03 13:10:00,2025-07-03 12:52:00,9.993753,0.0,0.0,0.0,0,8
18883,2025-07-03,737,DFW,I ,PARTIALLY SPOILED,,4.12,3,3,16,66,3,8,0,0,14,DFW-PVR-DFW-TUL-CLT-AUS-DFW-ECP-DFW,Starts8:8,2639-2639-2353-1729-1041-579-2166-2166,8,2025-11-06 21:57:37.430,8:8,2025-07-03 08:08:00,2025-07-03 14:08:00,2025-07-03 13:53:00,9.993753,0.0,0.0,0.0,1,8
20644,2025-07-03,737,MIA,I ,NOT SPOILED,,,1,1,6,185,2,2,0,0,1,MIA-SJO-MIA,Starts10:25,1593-1600,10,2025-11-06 21:57:37.430,10:25,2025-07-03 10:25:00,2025-07-03 15:25:00,2025-07-03 15:18:00,9.993753,0.1482,0.0,0.0,0,10
10926,2025-07-03,320,PHX,I ,FULLY SPOILED,,6.38,1,1,6,185,2,2,0,0,0,PHX-MSY-PHX,Starts8:40,2223-2223,8,2025-11-06 21:57:37.430,8:40,2025-07-03 08:40:00,2025-07-03 15:40:00,2025-07-03 15:00:00,9.936,0.0,0.0,0.0,1,8
20958,2025-07-03,737,MIA,I ,PARTIALLY SPOILED,,2.47,2,2,11,72,3,6,0,1,14,MIA-RTB-MIA-MCO-MIA-SDQ-MIA,Starts12:5,871-796-1700-3079-1821-1821,12,2025-11-06 21:57:37.430,12:5,2025-07-03 12:05:00,2025-07-03 17:05:00,2025-07-03 17:01:00,0.999189,0.1053,0.0,0.0,1,12
3698,2025-07-03,320,CLT,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,CLT-PUJ-CLT,Starts12:30,2790-2790,12,2025-11-06 21:57:37.430,12:30,2025-07-03 12:30:00,2025-07-03 17:30:00,2025-07-03 16:52:00,9.993753,0.0,0.0,0.0,0,12
18899,2025-07-03,737,DFW,I ,NOT SPOILED,,,1,1,5,170,2,2,0,0,1,DFW-CZM-DFW,Starts12:33,3109-2252,12,2025-11-06 21:57:37.430,12:33,2025-07-03 12:33:00,2025-07-03 18:33:00,2025-07-03 17:46:00,9.993753,0.0,0.0,0.0,0,12
8614,2025-07-03,320,MIA,I ,NOT SPOILED,,,1,1,6,184,2,2,0,0,2,MIA-DFW-MIA,Starts14:40,1824-2959,14,2025-11-06 21:57:37.430,14:40,2025-07-03 14:40:00,2025-07-03 19:40:00,2025-07-03 18:53:00,9.993753,0.078,0.0,0.0,0,14
5433,2025-07-03,320,DCA,I ,NOT SPOILED,,,1,1,5,166,2,2,0,0,0,DCA-OKC-DCA,Starts14:54,2867-2867,14,2025-11-06 21:57:37.430,14:54,2025-07-03 14:54:00,2025-07-03 19:54:00,2025-07-03 19:52:00,9.993753,0.0,0.0,0.0,0,14
3995,2025-07-04,320,CLT,I ,NOT SPOILED,,,3,3,17,76,3,8,0,0,19,CLT-RSW-CLT-PVD-PHL-TPA-CLT-BGR-CLT,Starts7:8,1845-1842-2338-1872-2523-1704-1411-1411,7,2025-11-06 21:57:37.430,7:8,2025-07-04 07:08:00,2025-07-04 12:08:00,2025-07-04 12:00:00,9.936,0.0,0.0,0.0,0,7
3648,2025-07-04,320,CLT,I ,NOT SPOILED,,,1,1,5,170,2,2,0,0,1,CLT-CUN-CLT,Starts7:43,881-2248,7,2025-11-06 21:57:37.430,7:43,2025-07-04 07:43:00,2025-07-04 12:43:00,2025-07-04 12:00:00,9.936,0.0,0.0,0.0,0,7
9514,2025-07-04,320,ORD,I ,FULLY SPOILED,,5.6,1,1,5,154,2,2,0,0,0,ORD-MCO-ORD,Starts7:0,1592-1629,7,2025-11-06 21:57:37.430,7:0,2025-07-04 07:00:00,2025-07-04 13:00:00,2025-07-04 12:51:00,9.993753,0.0,0.0,0.0,1,7
9982,2025-07-04,320,PHL,I ,NOT SPOILED,,,1,1,6,113,3,3,0,0,1,PHL-ORD-ATL-PHL,Starts8:40,2095-2910-621,8,2025-11-06 21:57:37.430,8:40,2025-07-04 08:40:00,2025-07-04 13:40:00,2025-07-04 12:54:00,9.993753,0.0,0.0,0.0,0,8
18939,2025-07-04,737,DFW,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,DFW-PVR-DFW,Starts8:8,2639-2639,8,2025-11-06 21:57:37.430,8:8,2025-07-04 08:08:00,2025-07-04 14:08:00,2025-07-04 13:53:00,8.994564,0.0,0.0,0.0,0,8
8657,2025-07-04,320,MIA,I ,NOT SPOILED,,,2,2,10,60,3,6,0,0,14,MIA-MID-MIA-NAS-MIA-CHS-MIA,Starts12:45,2132-2132-2245-3117-1268-1136,12,2025-11-06 21:57:37.430,12:45,2025-07-04 12:45:00,2025-07-04 17:45:00,2025-07-04 16:53:00,9.993753,0.12869999999999998,0.0,0.0,0,12
10958,2025-07-04,320,PHX,I ,NOT SPOILED,,,2,2,10,69,3,6,0,0,12,PHX-PSP-PHX-SBA-PHX-SAT-PHX,Starts10:46,2073-2073-3247-1640-2375-2375,10,2025-11-06 21:57:37.430,10:46,2025-07-04 10:46:00,2025-07-04 17:46:00,2025-07-04 16:51:00,9.993753,0.0,0.0,0.0,0,10
185,2025-07-04,777,DFW,I ,FULLY SPOILED,,24.92,3,2,24,715,1,2,0,0,26,DFW-NRT-DFW,Starts12:0,61-60,12,2025-11-06 21:57:37.430,12:0,2025-07-04 12:00:00,2025-07-04 18:00:00,2025-07-04 17:50:00,9.993753,0.0,0.0,0.0,1,12
21036,2025-07-05,737,MIA,I ,NOT SPOILED,,,2,2,12,84,3,6,0,0,12,MIA-PUJ-MIA-JAX-MIA-XPL-MIA,Starts8:34,2638-2638-379-1684-517-1096,8,2025-11-06 21:57:37.430,8:34,2025-07-05 08:34:00,2025-07-05 13:34:00,2025-07-05 12:53:00,9.993753,0.0,0.0,0.0,0,8
18977,2025-07-05,737,DFW,I ,NOT SPOILED,,,3,3,15,106,3,6,0,0,18,DFW-MEX-DFW-STL-DFW-BUR-DFW,Starts8:35,389-390-2491-537-1208-2599,8,2025-11-06 21:57:37.430,8:35,2025-07-05 08:35:00,2025-07-05 14:35:00,2025-07-05 13:47:00,6.995565,0.0,0.0,0.0,0,8
8431,2025-07-05,320,MIA,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-PUJ-MIA,Starts10:0,2419-3100,10,2025-11-06 21:57:37.430,10:0,2025-07-05 10:00:00,2025-07-05 15:00:00,2025-07-05 15:00:00,9.936,0.0195,0.0,0.0,0,10
4042,2025-07-05,320,CLT,I ,FULLY SPOILED,,7.33,1,1,7,210,2,2,0,0,2,CLT-PUJ-CLT,Starts10:0,1965-1965,10,2025-11-06 21:57:37.430,10:0,2025-07-05 10:00:00,2025-07-05 15:00:00,2025-07-05 15:00:00,9.936,0.0,0.0,0.0,1,10
4047,2025-07-05,320,CLT,I ,NOT SPOILED,,,2,2,11,82,3,6,0,0,16,CLT-NAS-CLT-TPA-CLT-JAX-CLT,Starts11:15,859-859-1032-436-2004-1615,11,2025-11-06 21:57:37.430,11:15,2025-07-05 11:15:00,2025-07-05 16:15:00,2025-07-05 15:52:00,9.993753,0.0,0.0,0.0,0,11
21043,2025-07-05,737,MIA,I ,NOT SPOILED,,,2,2,13,74,3,5,0,0,15,MIA-GUA-MIA-MCO-ORD-MIA,Starts11:40,1641-1006-1700-3031-1277,11,2025-11-06 21:57:37.430,11:40,2025-07-05 11:40:00,2025-07-05 16:40:00,2025-07-05 16:36:00,9.993753,0.0,0.0,0.0,0,11
18985,2025-07-05,737,DFW,I ,FULLY SPOILED,,10.12,2,2,10,131,3,4,0,0,19,DFW-ATL-DFW-GSO-DFW,Starts12:19,1236-1008-1316-2242,12,2025-11-06 21:57:37.430,12:19,2025-07-05 12:19:00,2025-07-05 18:19:00,2025-07-05 17:55:00,6.995565,0.0,0.0,0.0,1,12
4061,2025-07-05,320,CLT,I ,PARTIALLY SPOILED,,5.22,2,2,11,62,3,6,0,0,12,CLT-RSW-CLT-RDU-CLT-IAH-CLT,Starts13:24,2018-2018-3178-1895-1661-1661,13,2025-11-06 21:57:37.430,13:24,2025-07-05 13:24:00,2025-07-05 18:24:00,2025-07-05 18:00:00,9.936,0.0,0.0,0.0,1,13
18682,2025-07-05,737,DFW,I ,NOT SPOILED,,,2,2,10,133,3,4,0,0,19,DFW-MTJ-DFW-RIC-DFW,Starts12:30,665-665-3037-2067,12,2025-11-06 21:57:37.430,12:30,2025-07-05 12:30:00,2025-07-05 18:30:00,2025-07-05 17:55:00,6.995565,0.0,0.0,0.0,0,12
328,2025-07-05,787,DFW,I ,NOT SPOILED,,,3,2,25,730,1,2,0,0,23,DFW-HND-DFW,Starts12:30,175-176,12,2025-11-06 21:57:37.430,12:30,2025-07-05 12:30:00,2025-07-05 18:30:00,2025-07-05 17:55:00,6.995565,0.0,0.0,0.0,0,12
21048,2025-07-05,737,MIA,I ,NOT SPOILED,,,1,1,5,165,2,2,0,0,1,MIA-STX-MIA,Starts13:41,3115-3115,13,2025-11-06 21:57:37.430,13:41,2025-07-05 13:41:00,2025-07-05 18:41:00,2025-07-05 18:00:00,9.936,0.078,0.0,0.0,0,13
10021,2025-07-05,320,PHL,I ,NOT SPOILED,,,1,1,5,161,2,2,0,0,0,PHL-PBI-PHL,Starts15:25,2303-2489,15,2025-11-06 21:57:37.430,15:25,2025-07-05 15:25:00,2025-07-05 20:25:00,2025-07-05 19:54:00,9.993753,0.0,0.0,0.0,0,15
20579,2025-07-06,737,MIA,I ,NOT SPOILED,,,2,2,12,66,3,6,0,0,13,MIA-RDU-MIA-MCO-MIA-STT-MIA,Starts7:22,2960-2960-1706-1733-943-943,7,2025-11-06 21:57:37.430,7:22,2025-07-06 07:22:00,2025-07-06 12:22:00,2025-07-06 12:00:00,9.936,0.0702,0.0,0.0,0,7
8720,2025-07-06,320,MIA,I ,PARTIALLY SPOILED,,9.93,2,2,11,101,3,5,0,0,13,MIA-CHS-MIA-RDU-DFW-MIA,Starts8:5,557-557-3008-802-469,8,2025-11-06 21:57:37.430,8:5,2025-07-06 08:05:00,2025-07-06 13:05:00,2025-07-06 12:53:00,9.993753,0.0,0.0,0.0,1,8
10044,2025-07-06,320,PHL,I ,NOT SPOILED,,,2,2,11,90,3,6,0,0,13,PHL-BNA-PHL-CMH-PHL-YHZ-PHL,Starts8:10,1280-3219-3241-2980-3051-3051,8,2025-11-06 21:57:37.430,8:10,2025-07-06 08:10:00,2025-07-06 13:10:00,2025-07-06 12:54:00,9.993753,0.0,0.0,0.0,0,8
5348,2025-07-06,320,DCA,I ,FULLY SPOILED,,5.5,1,1,5,160,2,2,0,0,0,DCA-NAS-DCA,Starts8:28,2631-2631,8,2025-11-06 21:57:37.430,8:28,2025-07-06 08:28:00,2025-07-06 13:28:00,2025-07-06 12:52:00,9.993753,0.0,0.0,0.0,1,8
8518,2025-07-06,320,MIA,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,1,MIA-LRM-MIA,Starts12:14,3071-3071,12,2025-11-06 21:57:37.430,12:14,2025-07-06 12:14:00,2025-07-06 17:14:00,2025-07-06 16:53:00,5.996376000000001,0.585,0.0,0.0,0,12
18682,2025-07-06,737,DFW,I ,NOT SPOILED,,,2,2,10,133,3,4,0,0,19,DFW-MTJ-DFW-RIC-DFW,Starts12:30,665-665-3037-2067,12,2025-11-06 21:57:37.430,12:30,2025-07-06 12:30:00,2025-07-06 18:30:00,2025-07-06 17:50:00,6.995565,0.0,0.0,0.0,0,12
328,2025-07-06,787,DFW,I ,NOT SPOILED,,,3,2,25,730,1,2,0,0,23,DFW-HND-DFW,Starts12:30,175-176,12,2025-11-06 21:57:37.430,12:30,2025-07-06 12:30:00,2025-07-06 18:30:00,2025-07-06 17:50:00,6.995565,0.0,0.0,0.0,0,12
18702,2025-07-06,737,DFW,I ,NOT SPOILED,,,3,3,16,106,3,6,0,0,20,DFW-PNS-DFW-SJC-DFW-SAV-DFW,Starts13:21,2328-2328-312-2046-2327-3246,13,2025-11-06 21:57:37.430,13:21,2025-07-06 13:21:00,2025-07-06 19:21:00,2025-07-06 18:50:00,9.993753,0.0,0.0,0.0,0,13
8759,2025-07-07,320,MIA,I ,PARTIALLY SPOILED,,7.45,3,3,15,65,3,8,0,0,17,MIA-CHS-MIA-IND-CLT-NAS-MIA-TQO-MIA,Starts8:5,557-557-1317-346-859-2436-172-342,8,2025-11-06 21:57:37.430,8:5,2025-07-07 08:05:00,2025-07-07 13:05:00,2025-07-07 12:53:00,9.993753,0.0,0.0,0.0,1,8
22191,2025-07-07,737,ORD,I ,NOT SPOILED,,,2,2,10,129,3,4,0,0,13,ORD-LGA-ORD-AUS-ORD,Starts8:0,2079-2644-1568-1726,8,2025-11-06 21:57:37.430,8:0,2025-07-07 08:00:00,2025-07-07 14:00:00,2025-07-07 13:51:00,9.993753,0.0,0.0,0.0,0,8
8431,2025-07-07,320,MIA,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-PUJ-MIA,Starts10:0,2419-3100,10,2025-11-06 21:57:37.430,10:0,2025-07-07 10:00:00,2025-07-07 15:00:00,2025-07-07 15:00:00,9.936,0.0,0.0,0.0,0,10
21126,2025-07-07,737,MIA,I ,PARTIALLY SPOILED,,2.0,3,3,15,120,3,6,0,0,17,MIA-GUA-DFW-PIT-MIA-PLS-MIA,Starts10:5,1603-3062-1583-2313-1900-1388,10,2025-11-06 21:57:37.430,10:5,2025-07-07 10:05:00,2025-07-07 15:05:00,2025-07-07 15:00:00,9.936,0.0,0.0,0.0,1,10
26550,2025-07-07,737,LAX,D ,NOT SPOILED,,,2,2,11,164,2,4,0,0,14,SNA-DFW-PIT-DFW-SNA,Starts8:15,2372-1761-1583-2457,8,2025-11-06 21:57:37.430,8:15,2025-07-07 08:15:00,2025-07-07 16:15:00,2025-07-07 15:53:00,5.996376000000001,0.0,0.0,0.0,0,8
213,2025-07-07,777,DFW,I ,FULLY SPOILED,,27.75,3,2,27,795,1,2,0,0,24,DFW-ICN-DFW,Starts11:0,281-280,11,2025-11-06 21:57:37.430,11:0,2025-07-07 11:00:00,2025-07-07 17:00:00,2025-07-07 16:49:00,9.993753,0.0,0.0,0.0,1,11
4179,2025-07-07,320,CLT,I ,NOT SPOILED,,,2,2,10,71,3,6,0,0,14,CLT-LGA-CLT-TPA-CLT-RIC-CLT,Starts12:15,2033-3280-2022-436-1909-1909,12,2025-11-06 21:57:37.430,12:15,2025-07-07 12:15:00,2025-07-07 17:15:00,2025-07-07 16:52:00,9.993753,0.0,0.0,0.0,0,12
8768,2025-07-07,320,MIA,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,1,MIA-LRM-MIA,Starts12:15,3071-3071,12,2025-11-06 21:57:37.430,12:15,2025-07-07 12:15:00,2025-07-07 17:15:00,2025-07-07 16:53:00,9.993753,0.0,0.0,0.0,0,12
328,2025-07-07,787,DFW,I ,NOT SPOILED,,,3,2,25,730,1,2,0,0,23,DFW-HND-DFW,Starts12:30,175-176,12,2025-11-06 21:57:37.430,12:30,2025-07-07 12:30:00,2025-07-07 18:30:00,2025-07-07 17:50:00,9.993753,0.0,0.0,0.0,0,12
3721,2025-07-07,320,CLT,I ,FULLY SPOILED,,13.7,3,3,13,73,3,5,0,1,23,CLT-TPA-PHX-SAN-ORD-CLT,Starts15:30,2525-1402-559-2065-689,15,2025-11-06 21:57:37.430,15:30,2025-07-07 15:30:00,2025-07-07 20:30:00,2025-07-07 19:52:00,9.993753,0.0,0.0,0.0,1,15
19098,2025-07-07,737,DFW,I ,NOT SPOILED,,,2,2,11,66,3,5,0,0,13,DFW-TUS-DFW-SAT-ORD-DFW,Starts14:31,584-584-3097-2278-550,14,2025-11-06 21:57:37.430,14:31,2025-07-07 14:31:00,2025-07-07 20:31:00,2025-07-07 19:55:00,9.993753,0.0,0.0,0.0,0,14
10823,2025-07-07,320,PHX,I ,NOT SPOILED,,,1,1,5,154,2,2,0,0,0,PHX-PDX-PHX,Starts14:10,2660-2660,14,2025-11-06 21:57:37.430,14:10,2025-07-07 14:10:00,2025-07-07 21:10:00,2025-07-07 21:00:00,9.936,0.0,0.0,0.0,0,14
22948,2025-07-07,737,PHX,I ,PARTIALLY SPOILED,,1.67,3,3,15,74,3,8,0,0,17,PHX-SAN-PHX-MCI-DFW-FAT-PHX-SMF-PHX,Starts14:11,1951-1951-623-3030-3091-2352-1799-1799,14,2025-11-06 21:57:37.430,14:11,2025-07-07 14:11:00,2025-07-07 21:11:00,2025-07-07 21:00:00,9.936,0.0,0.0,0.0,1,14
5345,2025-07-08,320,DCA,I ,PARTIALLY SPOILED,,4.25,3,3,16,88,3,8,0,0,16,DCA-RSW-PHL-CHS-PHL-BTV-DCA-ORD-DCA,Starts8:25,2916-2819-1934-2253-2978-1015-1200-2813,8,2025-11-06 21:57:37.430,8:25,2025-07-08 08:25:00,2025-07-08 13:25:00,2025-07-08 12:52:00,9.993753,0.0,0.0,0.0,1,8
8522,2025-07-08,320,MIA,I ,NOT SPOILED,,,3,3,15,70,3,7,0,0,16,MIA-CLT-SAT-DFW-YYZ-MIA-NAS-MIA,Starts8:32,969-2934-2266-1993-2589-2246-3117,8,2025-11-06 21:57:37.430,8:32,2025-07-08 08:32:00,2025-07-08 13:32:00,2025-07-08 12:53:00,9.993753,0.0,0.0,0.0,0,8
10115,2025-07-08,320,PHL,I ,FULLY SPOILED,,5.18,1,1,5,150,2,2,0,0,0,PHL-PNS-PHL,Starts9:4,3334-3334,9,2025-11-06 21:57:37.430,9:4,2025-07-08 09:04:00,2025-07-08 14:04:00,2025-07-08 13:54:00,9.993753,0.0,0.0,0.0,1,9
11035,2025-07-08,320,PHX,I ,NOT SPOILED,,,2,2,11,106,3,5,0,0,13,PHX-RNO-PHX-SMF-DFW-PHX,Starts7:15,2262-2262-464-1544-2719,7,2025-11-06 21:57:37.430,7:15,2025-07-08 07:15:00,2025-07-08 14:15:00,2025-07-08 13:51:00,9.993753,0.0,0.0,0.0,0,7
5836,2025-07-08,320,DFW,I ,PARTIALLY SPOILED,,5.38,2,2,10,155,3,4,0,0,20,DFW-PHX-DFW-SLC-DFW,Starts8:40,520-1139-1456-1456,8,2025-11-06 21:57:37.430,8:40,2025-07-08 08:40:00,2025-07-08 14:40:00,2025-07-08 13:47:00,9.993753,0.0,0.0,0.0,1,8
8431,2025-07-08,320,MIA,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-PUJ-MIA,Starts10:0,2419-3100,10,2025-11-06 21:57:37.430,10:0,2025-07-08 10:00:00,2025-07-08 15:00:00,2025-07-08 15:00:00,9.936,0.0,0.0,0.0,0,10
21161,2025-07-08,737,MIA,I ,NOT SPOILED,,,3,3,15,120,3,6,0,0,17,MIA-GUA-DFW-PIT-MIA-PLS-MIA,Starts10:5,1603-3062-1583-2313-1900-1388,10,2025-11-06 21:57:37.430,10:5,2025-07-08 10:05:00,2025-07-08 15:05:00,2025-07-08 15:00:00,9.936,0.0,0.0,0.0,0,10
20645,2025-07-08,737,MIA,I ,NOT SPOILED,,,1,1,6,184,2,2,0,0,1,MIA-SJO-MIA,Starts10:25,1593-1600,10,2025-11-06 21:57:37.430,10:25,2025-07-08 10:25:00,2025-07-08 15:25:00,2025-07-08 15:00:00,9.936,0.0,0.0,0.0,0,10
186,2025-07-08,777,DFW,I ,NOT SPOILED,,,3,2,25,715,1,2,0,0,26,DFW-NRT-DFW,Starts11:55,61-60,11,2025-11-06 21:57:37.430,11:55,2025-07-08 11:55:00,2025-07-08 17:55:00,2025-07-08 17:53:00,9.993753,0.0,0.0,0.0,0,11
5887,2025-07-08,320,DFW,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,1,DFW-CUN-DFW,Starts14:25,1507-681,14,2025-11-06 21:57:37.430,14:25,2025-07-08 14:25:00,2025-07-08 20:25:00,2025-07-08 19:53:00,9.993753,0.0,0.0,0.0,0,14
11040,2025-07-08,320,PHX,I ,NOT SPOILED,,,3,3,16,93,3,8,0,0,17,PHX-STS-PHX-OMA-PHX-SBA-PHX-SJC-PHX,Starts13:37,2444-2444-637-2203-1731-2578-2593-2593,13,2025-11-06 21:57:37.430,13:37,2025-07-08 13:37:00,2025-07-08 20:37:00,2025-07-08 19:51:00,9.993753,0.0,0.0,0.0,0,13
8020,2025-07-08,320,LAX,I ,PARTIALLY SPOILED,,2.0,3,3,15,120,2,5,0,0,20,LAX-DFW-DEN-DFW-CUN-LAX,Starts14:30,1659-577-2359-2650-2160,14,2025-11-06 21:57:37.430,14:30,2025-07-08 14:30:00,2025-07-08 22:30:00,2025-07-08 21:53:00,9.993753,0.0,0.0,0.0,1,14
201,2025-07-08,777,DFW,I ,FULLY SPOILED,,19.33,3,2,19,550,1,2,0,0,24,DFW-LHR-DFW,Starts17:50,20-21,17,2025-11-06 21:57:37.430,17:50,2025-07-08 17:50:00,2025-07-08 23:50:00,2025-07-08 22:53:00,9.993753,0.0,0.0,0.0,1,17
8405,2025-07-09,320,MIA,I ,PARTIALLY SPOILED,,4.33,3,3,17,125,3,7,0,0,18,MIA-DFW-ATL-PHL-BDA-MIA-MID-MIA,Starts7:18,2575-1236-1428-825-414-2132-2132,7,2025-11-06 21:57:37.430,7:18,2025-07-09 07:18:00,2025-07-09 12:18:00,2025-07-09 12:00:00,9.936,0.0,0.0,0.0,1,7
10145,2025-07-09,320,PHL,I ,NOT SPOILED,,,2,2,10,127,2,4,0,0,17,PHL-ORD-DEN-DFW-PHL,Starts8:45,2095-699-852-410,8,2025-11-06 21:57:37.430,8:45,2025-07-09 08:45:00,2025-07-09 13:45:00,2025-07-09 12:54:00,9.993753,0.0,0.0,0.0,0,8
19160,2025-07-09,737,DFW,I ,PARTIALLY SPOILED,,7.68,2,2,10,143,3,4,0,0,12,DFW-BJX-DFW-JAX-DFW,Starts8:10,877-877-1270-1537,8,2025-11-06 21:57:37.430,8:10,2025-07-09 08:10:00,2025-07-09 14:10:00,2025-07-09 13:49:00,9.993753,0.0,0.0,0.0,1,8
18637,2025-07-09,737,DFW,I ,NOT SPOILED,,,2,2,11,70,3,4,0,0,22,DFW-NAS-MIA-LGA-DFW,Starts8:30,1302-2890-2669-2092,8,2025-11-06 21:57:37.430,8:30,2025-07-09 08:30:00,2025-07-09 14:30:00,2025-07-09 13:49:00,9.993753,0.0,0.0,0.0,0,8
10877,2025-07-09,320,PHX,I ,NOT SPOILED,,,2,2,10,79,3,5,0,0,13,PHX-SNA-PHX-SMF-DFW-PHX,Starts7:40,1998-2466-464-1544-2719,7,2025-11-06 21:57:37.430,7:40,2025-07-09 07:40:00,2025-07-09 14:40:00,2025-07-09 13:51:00,9.993753,0.0,0.0,0.0,0,7
8831,2025-07-09,320,MIA,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-PUJ-MIA,Starts12:14,2517-2634,12,2025-11-06 21:57:37.430,12:14,2025-07-09 12:14:00,2025-07-09 17:14:00,2025-07-09 16:53:00,9.993753,0.0,0.0,0.0,0,12
186,2025-07-09,777,DFW,I ,NOT SPOILED,,,3,2,25,715,1,2,0,0,26,DFW-NRT-DFW,Starts11:55,61-60,11,2025-11-06 21:57:37.430,11:55,2025-07-09 11:55:00,2025-07-09 17:55:00,2025-07-09 17:45:00,9.993753,0.0,0.0,0.0,0,11
201,2025-07-09,777,DFW,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,24,DFW-LHR-DFW,Starts17:50,20-21,17,2025-11-06 21:57:37.430,17:50,2025-07-09 17:50:00,2025-07-09 23:50:00,2025-07-09 23:47:00,9.993753,0.0,0.0,0.0,0,17
118,2025-07-09,777,CLT,I ,NOT SPOILED,,,3,2,22,615,1,2,0,0,22,CLT-ATH-CLT,Starts18:50,326-325,18,2025-11-06 21:57:37.430,18:50,2025-07-09 18:50:00,2025-07-09 23:50:00,2025-07-09 22:52:00,7.995375,0.0,0.0,0.0,0,18
8405,2025-07-10,320,MIA,I ,NOT SPOILED,,,3,3,17,125,3,7,0,0,18,MIA-DFW-ATL-PHL-BDA-MIA-MID-MIA,Starts7:18,2575-1236-1428-825-414-2132-2132,7,2025-11-06 21:57:37.430,7:18,2025-07-10 07:18:00,2025-07-10 12:18:00,2025-07-10 12:17:00,9.993753,0.0078000000000000005,0.0,0.0,0,7
